temp,wind,humid,snow
24.6,2.5,45,0
25.3,4.5,45,0
25.7,3.9,47,0
26.7,3.5,42,0
27,3.4,44,0
26.5,4,43,0
25.5,4.7,45,0
24.4,4.6,45,0
22.4,4.2,47,0
20.6,4.1,54,0
19.3,3.3,63,0
18.6,1.9,67,0
17.9,2.7,69,0
17.7,2,69,0
17.1,1.8,72,0
17,1.9,73,0
16.7,0.8,74,0
16,1.1,79,0
16.1,0.6,74,0
15.8,1,79,0
16.2,0.6,71,0
18.8,1.2,61,0
21.3,1.4,55,0
22.8,1.8,53,0
23.7,2.6,50,0
24.4,3.1,51,0
24.2,2.6,50,0
24.9,3.6,46,0
25,2.6,48,0
25.6,3.6,43,0
25.1,3.6,45,0
23.5,4.3,53,0
21.7,4.2,61,0
20.6,2.9,66,0
20.3,1.8,68,0
19.4,0.8,82,0
18.9,0.5,88,0
18.8,0.5,87,0
18.6,1,87,0
18,2.2,88,0
17.9,0.8,92,0
17.7,0.1,96,0
17.5,0.9,98,0
17.1,2.4,98,0
17.3,2.4,96,0
17.7,3.7,90,0
18.2,3.6,87,0
18.2,3.6,93,0
18.5,3.6,87,0
18.7,3,88,0
18.8,2.8,87,0
18.9,2.1,91,0
19,0.8,95,0
19.1,2.1,89,0
19.1,1.8,87,0
19.5,2.1,83,0
19.4,0.1,84,0
18.8,1.2,88,0
18.5,1.7,90,0
17.8,2.6,89,0
17.7,3.4,87,0
17.2,1.9,90,0
16.4,4.2,88,0
15.8,3.1,90,0
15.1,1.8,93,0
14.3,2.5,95,0
13.6,2.8,97,0
13.2,2.8,98,0
13.5,2.4,92,0
14.4,1.8,82,0
16.5,3,42,0
18.1,5,25,0
19.3,4.6,22,0
20.1,5.5,22,0
19.3,7.3,20,0
19.4,6.6,21,0
19.1,7.2,14,0
19.5,6.4,17,0
19.2,4.9,19,0
18.3,5.6,20,0
16.8,5.1,19,0
15.5,4.8,20,0
14.2,3.5,44,0
13.3,3.6,45,0
12.7,3.1,36,0
12.5,4,34,0
11.6,0.8,37,0
10.6,1.1,43,0
10.2,2,49,0
9.5,1,54,0
8.9,0.7,59,0
8.4,1.2,62,0
9.1,0.4,61,0
11.4,2.6,62,0
13.3,2.8,54,0
15.2,3.5,46,0
17,4.3,36,0
18.5,4.6,26,0
19,5.3,20,0
19.4,5.7,16,0
19.6,5.3,17,0
19,5.3,17,0
19,4.6,19,0
17.4,4.5,25,0
15.7,6,22,0
14.5,5.4,28,0
13.8,3.1,34,0
13.2,3.6,39,0
12.7,3,34,0
12.3,3.6,36,0
11.8,2.3,38,0
11.3,2,41,0
10.8,0.9,47,0
10.3,0.6,50,0
10,1.9,47,0
10,1.9,52,0
10.8,1.7,46,0
12.5,1.8,41,0
14.5,2.6,33,0
15.7,2.5,33,0
17.4,1.9,27,0
19.1,3,23,0
20.5,3.3,18,0
21.1,3,21,0
21,3.6,21,0
21.8,3.2,21,0
20.8,4.6,19,0
19.6,4.5,19,0
18.3,4.1,17,0
16.1,3.6,42,0
15,2.2,45,0
14.4,1.5,44,0
13.8,1.3,49,0
13.2,0.9,50,0
12.8,0.8,49,0
12.5,0.3,50,0
12.1,0.1,45,0
11.7,1.4,46,0
11,1.4,46,0
10.7,0.9,48,0
11.6,1.8,48,0
14.5,2.4,40,0
16.8,2.9,35,0
19,1.4,30,0
21,1.3,19,0
22.3,2.8,19,0
23.7,3,24,0
23.7,5.2,21,0
23.7,5,17,0
21.6,6.6,19,0
18.6,4.8,16,0
16.8,4,20,0
16.3,2.8,23,0
15.8,2.1,42,0
15.8,0.6,33,0
15.9,2.4,38,0
15,3.3,59,0
13.9,3,68,0
13.3,2,73,0
12.7,2.4,81,0
12.1,2.5,87,0
11.7,2.4,91,0
12.1,2,88,0
12.2,0.9,87,0
12.5,2.2,79,0
13.8,1.7,70,0
15.9,0.9,63,0
17.5,0.8,60,0
18.9,1.4,56,0
19.5,1.3,55,0
20.5,1.6,51,0
21.4,2,48,0
22.3,3.9,44,0
21.7,5.2,47,0
20.5,4.8,50,0
19.7,5.1,58,0
18.3,3,65,0
17.3,2.6,68,0
16.5,2.5,67,0
16.2,4.2,49,0
15.8,2.9,50,0
15.5,2.2,53,0
15.3,3,54,0
14.9,3.6,62,0
14.7,3.8,59,0
14.2,4.7,54,0
13.1,1.8,63,0
12.6,1.5,64,0
13.6,1.8,59,0
15.6,2,55,0
17,2.9,55,0
18.8,2.6,52,0
20.1,3.8,54,0
20.8,3.4,49,0
22.1,3.2,47,0
23,3.5,43,0
23.3,3.3,40,0
23.8,3.6,38,0
23,4,41,0
21.4,3.8,48,0
19.2,4.2,57,0
17.1,3.3,68,0
15.7,3.3,71,0
15.4,3.3,68,0
15.5,1.3,59,0
15.5,1.7,54,0
15.2,1,56,0
15.1,3.6,55,0
14.3,1.6,63,0
14,1.1,62,0
13.7,0.6,58,0
13.7,1.5,56,0
13.8,0.9,52,0
16.4,1.4,47,0
18,1.6,49,0
19.8,2,44,0
21.1,2.6,39,0
22.5,3.4,29,0
23.5,2.6,22,0
25,3.9,24,0
25.6,4.5,19,0
25.6,2.7,18,0
25.1,3.6,26,0
23.7,4.2,29,0
22.1,3.3,31,0
20.1,2.7,33,0
18.8,1.9,38,0
18.1,2.8,32,0
17.2,2.2,31,0
16.1,2.2,34,0
15.4,0.7,38,0
14.7,1.9,41,0
14.6,1.9,50,0
14.8,2.3,56,0
14.7,3,64,0
14.7,2.9,67,0
15.7,3.7,65,0
17.2,3,61,0
18.7,2,56,0
20.6,3.1,53,0
22.5,2.9,48,0
22.3,3.2,50,0
22.3,4,50,0
22.8,3.6,45,0
24,3.4,40,0
22.7,3.3,47,0
21.9,5.5,43,0
21.5,4.1,46,0
18.1,4.5,78,0
16.4,4.7,85,0
15.7,4.6,90,0
15.5,2.9,97,0
15.6,2,98,0
16,2.1,98,0
16.3,4.4,98,0
14.1,8.1,98,0
12.6,6,99,0
11.4,7.7,97,0
10.5,6.7,98,0
10.4,5.2,96,0
10.3,5.3,84,0
10.9,5.1,78,0
12,5.1,73,0
13.1,4.4,66,0
14,5.3,59,0
14.1,8.2,69,0
16.1,9.7,63,0
16.7,8.9,60,0
17.5,6.6,52,0
16.9,6.7,55,0
16,7.2,63,0
14.7,7.7,67,0
13.1,8.4,83,0
12.5,7.5,80,0
12.3,5.2,74,0
12.2,4.2,75,0
12.2,3.2,79,0
12.5,4.4,77,0
12,3.9,76,0
11.8,3.4,74,0
12.2,4.6,67,0
12.5,1.6,68,0
12.7,2.8,66,0
13.5,5.3,61,0
14.5,5.5,65,0
16,5.2,62,0
17.7,6,57,0
18.2,8.2,55,0
19.1,8.3,54,0
20.5,6.8,52,0
20.9,6.9,54,0
20.9,6.7,55,0
20.1,8.1,59,0
20.5,7.5,54,0
20.4,6.3,52,0
19.6,8.1,53,0
18.9,4.2,55,0
18.7,5,52,0
18.4,4.3,49,0
18,6,46,0
17.5,4.6,53,0
17.3,4.4,57,0
17.1,1.6,61,0
16.4,1.3,63,0
16,1,67,0
16.1,1.7,66,0
15.4,2.4,61,0
15.3,2.3,59,0
16.1,2.4,58,0
17.6,2.2,53,0
20.1,1.9,47,0
21.6,2.5,56,0
23,3.9,53,0
25,4.4,51,0
25.4,5,54,0
26.3,4.6,53,0
25.9,5.7,58,0
26.3,5.1,56,0
25.2,4.5,59,0
23.2,3.9,66,0
21.6,4.5,72,0
19.9,4.3,76,0
19.2,3.4,79,0
18.8,3.5,79,0
18.8,2.4,81,0
18.4,3.9,83,0
18.2,3.3,84,0
17.8,3,85,0
17.3,1.9,86,0
17.1,2.4,86,0
16.9,1.3,87,0
16.8,2.3,89,0
16.5,2.2,89,0
16.3,3.9,90,0
16.5,3.3,89,0
17,1.7,87,0
19.5,1.4,73,0
21,2.3,70,0
21.1,3.1,70,0
22,3.8,65,0
22.4,3.4,61,0
23.2,4.5,57,0
23.5,3,53,0
23.6,2.9,47,0
22.2,3.9,58,0
20.5,3.8,63,0
19.1,1.9,66,0
18,2.3,71,0
17.4,2.8,72,0
16.3,2.4,60,0
15.2,1.8,57,0
14.7,0.7,47,0
13.5,2,49,0
12.9,1.5,51,0
12,0.7,57,0
11.6,0.4,56,0
12.2,0.9,47,0
14.9,2.6,41,0
17.3,2,33,0
19.2,3.6,34,0
21.5,3.1,28,0
23.3,4.2,22,0
24.5,5.7,19,0
24.9,5.5,23,0
24.7,4.7,23,0
24.5,4.9,26,0
23.9,5.7,27,0
22.1,4.9,29,0
20.4,3.7,35,0
18.2,3.1,47,0
17.1,3.5,52,0
16.2,3.6,57,0
15.1,2.1,64,0
14.6,2.5,66,0
13.9,2.9,72,0
13.1,2.1,79,0
12.5,0.4,80,0
12.2,0.8,82,0
11.8,0.6,81,0
12,0.9,78,0
13,1.4,70,0
15.6,1.4,61,0
17.7,1.2,48,0
19.4,0.9,40,0
21,2.3,33,0
22.6,3.2,27,0
23,3.3,23,0
24,3.4,19,0
25.1,3.1,17,0
24.4,3.9,15,0
24.4,3.4,17,0
24,2.6,20,0
22.2,3.5,23,0
19.8,2.4,20,0
18.6,2,20,0
17.5,0.1,26,0
16.6,2,33,0
15.9,1.6,33,0
15.2,1.3,32,0
14.9,2.1,35,0
14.3,1.8,38,0
14,1.8,40,0
13.7,1.4,45,0
13.7,2.2,46,0
14.7,2.1,45,0
16.3,1.9,39,0
18.2,1.7,38,0
19.9,1.5,33,0
21.2,4.4,32,0
21.6,4.1,36,0
21.9,5.6,42,0
22.2,5.1,47,0
21.6,6.4,50,0
21.3,5.1,35,0
20.6,4.9,44,0
19.2,3.8,60,0
17.9,2.6,66,0
17.1,3.3,72,0
16.6,3.4,80,0
16.6,3.3,79,0
16.5,4.3,80,0
16,4.2,83,0
15.2,4.1,88,0
14.4,4.3,96,0
14.5,4.1,93,0
14.3,5.3,91,0
14.1,3,91,0
14.3,2.4,91,0
14.1,4.8,90,0
14.4,3.3,88,0
15.1,3,86,0
15.8,4.1,83,0
15.5,3.9,89,0
16.1,4.8,83,0
16,4.8,85,0
16.1,4.4,86,0
15.9,4,87,0
15.4,3.2,90,0
15.1,4.1,94,0
15,3.2,94,0
14.7,3.6,92,0
14.3,3.6,89,0
14.3,3.6,87,0
13.7,3.5,90,0
13.2,2.8,91,0
13.1,2.7,90,0
12.3,2.6,91,0
11.9,2.6,91,0
11.2,2.7,94,0
11.1,2.3,93,0
10.7,2.1,95,0
10.7,2.7,91,0
11.2,1.8,84,0
12.7,2.6,71,0
14.5,3.5,63,0
15.8,3.8,50,0
17.5,3.7,47,0
18.8,2.6,40,0
20.4,2.5,36,0
20.6,4,36,0
21,4.5,37,0
21.8,4,34,0
21.9,3.5,35,0
20.9,4,38,0
19.5,3.6,45,0
18,2.5,59,0
17.4,3,58,0
17.1,2.3,58,0
16.5,1.5,58,0
16.2,2.8,59,0
15.8,2.6,60,0
15.5,2.1,60,0
14.6,1.7,60,0
13.7,0.5,63,0
13,1,69,0
12.9,0.5,70,0
13.9,2.4,59,0
16.3,3,55,0
18.3,2.4,55,0
20.2,2.5,49,0
22.5,2.2,36,0
24.8,4.3,29,0
25.5,6.2,28,0
25.4,5.4,24,0
25.2,6.8,25,0
24,6.5,29,0
22.7,6.3,33,0
21.3,4.8,37,0
19.6,5,45,0
18.1,5.1,54,0
17,4.2,61,0
16.4,5.5,63,0
15.8,3.3,66,0
15.7,2.6,64,0
15.1,1.3,65,0
14.7,0.8,66,0
14.4,2.4,67,0
14,0.1,68,0
13.9,1.7,67,0
13.7,0.2,69,0
14.7,1.1,61,0
16.8,2.1,52,0
19,1.4,47,0
21.2,2.8,42,0
23.4,3.3,35,0
25.1,3.9,34,0
26.6,4.8,28,0
27.2,3.9,26,0
26.7,5.4,25,0
26.4,6.3,26,0
25.6,4.2,26,0
24.6,3.7,28,0
22.6,3.9,32,0
20.7,4.3,34,0
19.6,4.4,38,0
18.7,3,43,0
18,1.9,49,0
17.1,2.3,54,0
16.6,1.5,56,0
15.8,1.4,59,0
15,0.4,61,0
14.4,1.1,64,0
14.2,0.4,63,0
13.7,1.1,66,0
14.8,2.1,55,0
17,0.5,49,0
18.7,1.5,48,0
21.7,1.9,36,0
23.9,3.2,26,0
25.6,2.7,22,0
26,4,24,0
27.3,4.5,20,0
27.8,4,19,0
28,4.7,25,0
27.6,3.3,22,0
26.7,3.1,22,0
23.9,4,29,0
20.7,5.9,30,0
19.6,4,31,0
18.7,1.6,34,0
17.9,2.3,41,0
17.4,1.4,39,0
16.9,0.2,43,0
16,1.1,49,0
15.5,1,52,0
14.9,0.1,55,0
14.5,0.8,53,0
14.1,0.1,55,0
15.5,0.6,45,0
18.7,0.5,37,0
21,1.7,31,0
22.9,2.8,24,0
24.8,2,18,0
26.1,2.9,22,0
27.2,3.3,22,0
28.3,3.7,20,0
28,3.6,23,0
27.9,4.4,23,0
27,5.1,24,0
25.8,4.5,25,0
23.5,4.7,25,0
21.4,3.3,26,0
20.3,3.3,34,0
19,2.4,44,0
18.1,2.4,48,0
17.4,1.3,56,0
16.5,1.9,61,0
16,2.2,67,0
15.4,2,72,0
15,1.3,77,0
14.8,0.8,77,0
14.5,0.6,76,0
15.3,0.4,60,0
17.6,0.8,55,0
19.7,1.6,50,0
21.9,2.1,43,0
23.9,1.7,39,0
25.7,3.8,31,0
27.2,3.7,27,0
28.7,4.2,29,0
28.5,3.9,34,0
28.3,4,31,0
27.3,4.8,31,0
26.1,5,32,0
24.3,4.7,33,0
22,3.6,46,0
20,3.2,58,0
18.7,2.6,64,0
17.5,2.9,70,0
16.8,2.9,72,0
16,2.6,73,0
15.4,2.6,76,0
15,1.3,79,0
14.6,1.4,79,0
14.2,1.1,83,0
14.2,0.3,79,0
15.3,0.6,65,0
18.2,0.7,59,0
20.4,1.4,54,0
23,1.6,43,0
25.1,3.1,34,0
27.6,3.1,27,0
29,3.6,24,0
30,3.3,24,0
29.9,5.3,23,0
29,4.7,19,0
28.2,5.5,26,0
26.5,4.7,24,0
24.6,4.4,31,0
21.9,4.1,39,0
20.4,2.6,48,0
19.6,2,50,0
18.6,1.9,55,0
17.8,1.3,57,0
17,1.3,61,0
16.3,0.5,62,0
15.7,0.2,63,0
15,0.9,66,0
14.6,1.3,69,0
14.7,0.2,69,0
16.6,1.7,49,0
19.9,1.6,40,0
22.2,0.8,34,0
25.3,1.2,29,0
27.3,1.7,21,0
28.7,3.3,16,0
29.5,3.5,16,0
30.2,2.8,15,0
31.2,2.5,14,0
31.2,4,15,0
30.3,3.6,18,0
28.9,4.2,19,0
26.9,3.5,19,0
25,3.1,21,0
24,2.9,22,0
23.2,1.8,22,0
21.7,1.5,21,0
20.5,1,26,0
20,0.3,27,0
19.8,0.5,28,0
19.1,0.2,32,0
18.3,0.4,35,0
17.4,1.4,36,0
16.7,1.9,41,0
18.4,1.8,36,0
21.9,3,30,0
24.3,2,27,0
26.8,2.2,24,0
29,2.4,23,0
30.7,1.3,16,0
31.8,2,16,0
31.6,5.4,23,0
30.3,5.4,20,0
30,4.4,18,0
29.3,3.7,20,0
28.5,3.1,20,0
26.7,4.1,22,0
24.5,4.2,25,0
23.7,1.4,28,0
22.9,0.3,25,0
22,0.2,29,0
21.1,0.2,33,0
20.5,0.7,35,0
19.9,0.2,35,0
19.3,1.2,37,0
18.9,0.8,40,0
18.6,0.4,39,0
18.8,0.4,43,0
19.3,0.3,45,0
22.2,0.8,36,0
24.2,2,38,0
25.9,2.2,32,0
27.7,1,29,0
29.2,3.2,24,0
29.4,4.2,23,0
28.6,5,30,0
29.4,4.4,26,0
28.1,3.8,31,0
27.4,3.6,30,0
26.4,4.4,29,0
25.4,4.1,38,0
22.2,5.2,44,0
21.8,4,47,0
21.6,2.3,48,0
21.4,2.9,46,0
21,1.9,50,0
20.9,3.2,51,0
20.9,3.1,54,0
20.7,2.4,57,0
20.5,2.3,58,0
20.2,2.7,65,0
19.7,2.7,71,0
19.3,2.7,72,0
18.8,2.6,79,0
19.2,2.1,73,0
19.3,3,67,0
20.1,2.3,63,0
20.2,1.9,71,0
20.1,2.8,75,0
20,2.7,78,0
20.1,4.7,77,0
22.2,2.4,59,0
22.3,3.3,61,0
22.8,3.6,59,0
21.8,3.5,65,0
19.8,3.7,71,0
19,2.7,75,0
18.1,1.5,80,0
17.7,2.5,81,0
17,1.1,85,0
16.5,2.5,89,0
15.9,2.3,93,0
15.8,2.2,90,0
15.7,1,88,0
15.4,0.2,90,0
15.5,0.4,88,0
16.6,1.6,78,0
18.4,3.2,73,0
20.5,2.8,67,0
21.6,2.3,64,0
23.9,2,50,0
26.2,1.6,35,0
27.6,1.6,27,0
28.9,1.9,23,0
29.9,3,20,0
30,3.2,28,0
28.9,5.1,36,0
27.4,4,33,0
25.7,3.7,35,0
23.9,2.7,26,0
22.2,1.9,35,0
21,2.7,44,0
20.2,1.7,49,0
19.3,1.8,54,0
18.4,1.7,61,0
17.9,2.7,62,0
17.1,1.5,63,0
16.5,0.4,62,0
16,0.1,63,0
15.9,0.6,60,0
17.4,0.8,50,0
19.9,1.4,38,0
21.8,1.8,35,0
23.6,1.9,29,0
25.5,2.2,25,0
26.9,3,25,0
27.7,2.3,25,0
27.6,6,28,0
26.6,6.3,30,0
26.4,5.7,31,0
26.1,4.6,36,0
26,4.4,35,0
24,4.6,43,0
21.6,4.4,51,0
20.6,2.4,52,0
19.9,1.7,55,0
19.5,0.9,55,0
18.8,1.8,57,0
18.5,0.6,58,0
18.3,0.3,61,0
18.3,1,62,0
18.2,0.4,62,0
18.3,0.9,60,0
18.2,0.7,62,0
19.4,0.9,53,0
22.1,2.3,49,0
24.1,1.8,44,0
26.1,0.9,32,0
27.8,2.7,26,0
28.6,3.6,31,0
29,4,28,0
29.6,3.7,28,0
28.3,4.7,30,0
27,5.1,33,0
26.7,5.1,36,0
26.1,4.5,31,0
24.9,3.7,35,0
22.5,4.1,48,0
21.3,5.4,53,0
20.7,3.9,54,0
20.2,3.4,60,0
19.9,1.2,62,0
19.4,2.1,69,0
19.1,2.5,71,0
18.8,2.3,60,0
18,4.9,59,0
17.7,3.7,61,0
17.1,1.5,65,0
17.8,3.4,58,0
19.3,4.3,47,0
21.7,3.1,30,0
23.8,3.4,24,0
24.9,3.7,24,0
25.7,5.4,19,0
26.3,6.6,20,0
27.2,6.8,17,0
28.2,5.4,15,0
28.8,5.1,14,0
29.1,3.2,14,0
28.8,2.7,16,0
27.4,2.3,18,0
25.3,3.8,26,0
24,3.1,31,0
23.2,3.2,31,0
22.7,4,30,0
22.1,3.9,30,0
21.9,3.1,29,0
20.6,1.1,34,0
19.2,1.3,37,0
18.3,1.1,40,0
17.5,0.4,40,0
17.2,0.7,42,0
18.9,0.8,35,0
21.5,0.6,32,0
25,0.6,27,0
27.1,2.4,23,0
28.9,2.5,18,0
30.3,2.9,17,0
31.3,4,17,0
31.1,4.7,16,0
30.1,5.7,21,0
29.1,4.6,20,0
27.4,5.2,23,0
26.2,4.4,28,0
24.9,2.9,29,0
23.7,2.2,29,0
23.2,2,29,0
22.8,1.6,28,0
22.3,1,28,0
22,1.7,30,0
21.9,2.3,30,0
21.3,1,30,0
20.8,0.3,33,0
21,2.4,27,0
20.1,1,40,0
19.6,0.5,46,0
19.1,1.6,53,0
18.4,0.7,74,0
18.2,1.9,79,0
18.4,1.9,60,0
19.2,0.5,61,0
20.3,2.6,58,0
19.8,2.7,60,0
18.4,2.1,67,0
18.4,1.4,70,0
20.3,2.2,60,0
20,1.1,56,0
19.5,1.2,59,0
19.3,2.2,59,0
18.7,1.5,60,0
18.3,1.5,64,0
18.1,1.2,62,0
17.5,1,62,0
17.6,1,61,0
17.4,2.1,68,0
17.4,0.6,65,0
17.2,0.4,65,0
17.1,0.7,71,0
16.7,1.9,74,0
16.4,2,76,0
17,2,70,0
19.1,2.6,59,0
20.7,1.5,50,0
22.3,2.6,48,0
24.3,2.5,43,0
25.8,2.8,35,0
26.6,2.6,36,0
27.9,2,31,0
28.2,3.3,33,0
28.7,2.6,31,0
28.2,2.1,32,0
27.2,3.5,36,0
26.3,2.4,39,0
24.8,3,46,0
23.4,3.8,49,0
21.6,3.1,54,0
21.1,4.6,54,0
20.5,3.6,59,0
20.2,2,60,0
19.9,1.2,61,0
19.6,0.6,64,0
19.2,1.5,68,0
18.7,1.8,70,0
18.8,1,69,0
19.7,0.7,64,0
21.2,1.8,59,0
22.3,1.4,57,0
23.4,1.3,43,0
25.2,1.3,39,0
26.7,1.9,36,0
28.9,2.8,27,0
29.3,1.8,28,0
30.7,2.6,25,0
31.4,2.9,26,0
29.5,5.3,31,0
26.8,5.6,32,0
24.5,5.5,34,0
22.9,3.3,37,0
22,0.8,41,0
21.2,1.8,46,0
20.4,1.5,50,0
20.2,1.8,50,0
19.6,2.5,58,0
19.4,2.3,58,0
19.1,1.8,57,0
18.6,0.4,59,0
18.2,0.7,57,0
18.3,0.5,56,0
19.2,1.1,51,0
20.7,0.9,57,0
21.8,1.4,62,0
23.3,1.8,54,0
24.6,2.9,51,0
25.1,2.5,48,0
25.5,2.5,44,0
26.7,3.1,41,0
27.6,2.3,36,0
27.3,3.5,38,0
27.1,4.2,40,0
25.2,4.5,46,0
23.9,3.1,54,0
22.7,3.6,59,0
22,3.1,63,0
21.4,1.5,66,0
20.8,1.3,70,0
20.3,2.4,71,0
19.4,1.9,77,0
19.1,1.6,79,0
18.9,2.2,80,0
18.9,1.7,80,0
19,2.5,80,0
19,2,81,0
19.6,2.9,77,0
20.3,3.7,75,0
21.2,2,68,0
23.2,1.1,60,0
25.1,2.2,49,0
26.6,3.6,41,0
27.7,1.8,39,0
27.7,4.8,46,0
27.3,5.3,47,0
26.6,5.2,50,0
26.1,5,51,0
25.2,5.3,54,0
23.1,4.6,67,0
20.7,3.5,77,0
19.8,3.1,78,0
19.4,1.7,81,0
19.2,1.4,81,0
19.2,1.3,81,0
19,0.7,82,0
18.5,0.4,85,0
18.1,0.6,85,0
17.9,0.3,85,0
17.7,2.4,84,0
18,2.5,83,0
19.7,2,72,0
22.2,1.9,63,0
24.6,1.7,53,0
27.2,2,42,0
28.8,1.1,36,0
30.7,2.5,31,0
32.1,2.1,30,0
33.5,2.9,27,0
34.5,3.1,22,0
34.6,3.4,20,0
32.6,4.8,35,0
28.8,4.8,47,0
26.5,4.6,54,0
24.8,4.2,57,0
24.3,2.2,57,0
23.9,0.9,56,0
23.6,1.8,54,0
23,0.6,56,0
22.4,1.2,59,0
21.9,2.1,60,0
21.5,1.1,62,0
20.8,2.1,65,0
20.9,2.2,63,0
21.4,2.6,62,0
22.8,2,57,0
25,2.2,51,0
26.7,1.9,43,0
28.4,3.3,31,0
28.5,2.2,28,0
29.8,3.5,26,0
29.9,3.6,28,0
28.9,4.5,34,0
27.9,3.8,44,0
27.5,3.9,43,0
26.5,4.5,49,0
25.8,2.3,55,0
24.9,2.2,63,0
22.6,1.4,81,0
22.2,1.6,87,0
22,2.6,86,0
21.9,4.3,88,0
21.6,3.3,98,0
21.4,4,97,0
20.9,4.1,98,0
20.2,4.5,99,0
19.8,2.9,98,0
19.5,3.4,92,0
19.4,3.1,90,0
19.7,2.8,85,0
20.5,3.7,75,0
21.2,5,73,0
22.8,3.3,65,0
24.2,3.9,57,0
26,3,50,0
27.7,3.7,45,0
29.2,4.9,37,0
29.2,6.3,34,0
29.5,7,39,0
28,5.7,49,0
26,6.3,45,0
25.5,3.6,39,0
24.8,2.5,45,0
24.3,1,46,0
23.5,1.2,50,0
23.4,0.7,47,0
22.3,3.1,68,0
21.6,3.1,71,0
20.9,2.4,69,0
20.9,2.3,66,0
20.6,3.3,65,0
20.2,1.8,66,0
20.5,2.1,66,0
20.9,2.1,62,0
20.9,2.2,68,0
22.6,2.6,59,0
24.9,2.1,48,0
27.2,2.2,46,0
28.9,3,44,0
29.9,4.7,47,0
30.8,5.3,42,0
30,5.4,50,0
28,4.2,59,0
28,4.4,59,0
27.3,3.7,62,0
25.9,5.9,68,0
24.9,3.5,71,0
24.3,4.2,72,0
23.8,4.3,73,0
23.4,4.3,75,0
23,3.7,76,0
22.8,2.9,77,0
22.2,3.1,79,0
21.7,0.9,83,0
21.5,0.7,83,0
21.5,1.8,83,0
18,2.9,98,0
17.9,4.2,99,0
18.2,3.5,97,0
21.1,2.7,78,0
23.2,1.5,61,0
24.4,3.2,58,0
25.6,3.4,52,0
26.7,2.4,52,0
27.4,3.3,47,0
27.6,4.2,49,0
26.5,3.7,52,0
25.4,3.4,56,0
24.9,4.3,57,0
24.6,2.5,58,0
23.2,3.7,66,0
22.5,2.3,69,0
21.9,1.3,72,0
21.5,0.4,74,0
21.2,1.1,76,0
20.8,0.7,78,0
20.4,1.1,82,0
20.2,1.4,82,0
20.1,0.9,83,0
19.8,1.2,85,0
19.7,0.3,83,0
20.7,1.5,74,0
22.7,1.1,67,0
24.8,1,60,0
26.4,0.9,51,0
27.4,2.5,49,0
28,2,49,0
28.7,1.8,47,0
30.2,2.3,40,0
29.6,3.3,44,0
29.3,4.5,53,0
27.9,4.2,57,0
25.6,4.5,65,0
24.5,4.9,65,0
23.7,4.3,69,0
23.2,1.6,71,0
22.8,3,73,0
22.4,2.8,72,0
22.3,1.7,71,0
22.2,2.5,69,0
21.8,2.7,75,0
21.4,1.6,78,0
20.9,2.5,84,0
20.2,2.7,85,0
20,1.8,86,0
20.5,2.1,81,0
21.9,1.1,73.1,0
24.6,1.3,60.4,0
26,2.3,60,0
28.2,2,53,0
28.4,2.6,54,0
29.4,2.9,46,0
30.6,4.1,45,0
30.4,3.1,47,0
30.7,3.7,46,0
29.4,5,48,0
28.3,3.8,53,0
26,3.3,60,0
25.1,1.4,60,0
24.3,1.8,72,0
23.9,1,70,0
23,2.5,75,0
22.4,1.5,77,0
21.9,2.3,81,0
21.5,2.3,83,0
21.1,2.6,85,0
20.7,1.8,86,0
20.6,1.3,85,0
20.5,2,84,0
21.3,2.6,78,0
23.1,2.7,70,0
24.8,2.4,65,0
26.7,2.2,60,0
28,2.4,55,0
29.3,2.4,50,0
30.1,1.6,40,0
29.4,3.7,55,0
24.5,5.1,73,0
23.6,3.5,78,0
24.3,3.5,68,0
24.1,3,68,0
23.9,3.2,68,0
23.3,2.9,63,0
22.5,2.5,67,0
22.1,2.5,68,0
22,1.9,69,0
20.2,0.9,90,0
19.7,2,98,0
20,1.9,98,0
20.1,1.6,98,0
19.8,2.4,85,0
19.7,2.3,82,0
19.7,3,79,0
19.8,2.6,83,0
20.3,2.9,77,0
22.9,3.2,63,0
24.9,2.3,54,0
26.3,2.3,50,0
27.5,2.6,45,0
28.9,2.7,43,0
29.8,2.3,41,0
29.8,2.4,40,0
29.8,1.3,38,0
30.7,1.8,34,0
29.6,3.6,40,0
28,3.5,42,0
27,3.9,47,0
25.6,4.9,51,0
24.5,4.3,54,0
23.6,4.1,56,0
23,3.5,59,0
22.4,3.7,60,0
21.9,3.5,61,0
21.5,3.9,61,0
21,4.6,62,0
20,3.4,70,0
20.2,2.4,67,0
20.9,3.5,62,0
22.5,3.2,59,0
23.4,3,56,0
25.1,2.9,50,0
26.3,2.2,49,0
26.8,2,47,0
27.2,0.7,48,0
28.6,1.9,45,0
28.6,3.2,46,0
29.7,2.5,44,0
29.5,2.9,43,0
27.9,2.9,48,0
27.5,2.2,50,0
25.9,2.7,56,0
24.6,2.7,64,0
23.6,1.9,69,0
23,3,70,0
22.6,2,73,0
22.1,1.8,77,0
21.7,1.7,77,0
21.3,0.8,80,0
21,0.4,79,0
21.1,2.9,80,0
21,0.8,82,0
21.4,1.7,78,0
21.9,1.4,77,0
21.7,3.2,80,0
20.4,3.4,93,0
20.2,3.4,98,0
19.8,3.1,97,0
19.3,3.1,92,0
18.6,0.5,93,0
18.6,1.4,98,0
19.2,1,97,0
19.3,2.6,97,0
18.9,2.2,96,0
